,SBIN.NS,BANKBARODA.NS,PNB.NS,CANBK.NS,UNIONBANK.NS,INDIANB.NS,BANKINDIA.NS,MAHABANK.NS,IOB.NS,CENTRALBK.NS
2020-02-05,311.0,88.1500015258789,56.900001525878906,184.0,48.5,95.4000015258789,65.05000305175781,12.350000381469727,9.850000381469727,17.850000381469727
2020-02-06,321.95001220703125,91.6500015258789,58.650001525878906,189.5500030517578,49.0,96.69999694824219,65.0,12.399999618530273,9.75,18.100000381469727
2020-02-07,320.54998779296875,92.05000305175781,58.79999923706055,190.0,48.95000076293945,96.55000305175781,64.75,12.350000381469727,9.699999809265137,18.049999237060547
2020-02-10,318.5,90.0999984741211,57.25,187.14999389648438,50.95000076293945,95.5999984741211,64.6500015258789,12.100000381469727,9.949999809265137,17.75
2020-02-11,324.3500061035156,90.3499984741211,56.95000076293945,187.60000610351562,49.75,92.80000305175781,64.4000015258789,12.199999809265137,9.75,17.75
2020-02-12,320.20001220703125,88.25,55.5,184.6999969482422,48.79999923706055,89.6500015258789,63.45000076293945,12.100000381469727,9.449999809265137,17.600000381469727
2020-02-13,327.45001220703125,88.05000305175781,55.400001525878906,183.0,48.45000076293945,88.1500015258789,63.099998474121094,12.050000190734863,9.550000190734863,17.450000762939453
2020-02-14,319.3999938964844,86.44999694824219,54.20000076293945,180.3000030517578,47.75,84.94999694824219,63.04999923706055,12.0,9.350000381469727,17.149999618530273
2020-02-17,314.20001220703125,82.30000305175781,51.95000076293945,174.8000030517578,46.75,81.94999694824219,61.150001525878906,11.899999618530273,9.149999618530273,16.700000762939453
2020-02-18,317.54998779296875,81.0,52.0,172.8000030517578,43.25,80.25,60.29999923706055,11.699999809265137,9.100000381469727,16.5
2020-02-19,320.3500061035156,81.0999984741211,52.70000076293945,173.64999389648438,44.20000076293945,83.1500015258789,60.349998474121094,11.5,9.149999618530273,16.950000762939453
2020-02-20,327.6499938964844,82.25,52.849998474121094,172.64999389648438,44.20000076293945,83.4000015258789,59.95000076293945,11.5,9.0,17.0
2020-02-24,322.95001220703125,79.9000015258789,50.349998474121094,165.5500030517578,42.20000076293945,80.3499984741211,58.79999923706055,11.25,8.850000381469727,16.649999618530273
2020-02-25,326.79998779296875,80.05000305175781,49.900001525878906,162.89999389648438,42.150001525878906,80.05000305175781,58.349998474121094,11.199999809265137,8.949999809265137,16.399999618530273
2020-02-26,328.20001220703125,80.19999694824219,49.150001525878906,159.89999389648438,41.29999923706055,78.1500015258789,56.900001525878906,11.100000381469727,8.800000190734863,16.149999618530273
2020-02-27,321.95001220703125,78.30000305175781,46.95000076293945,155.5500030517578,40.400001525878906,75.6500015258789,55.29999923706055,10.800000190734863,8.75,16.100000381469727
2020-02-28,303.0,76.30000305175781,45.04999923706055,143.6999969482422,37.150001525878906,74.05000305175781,51.04999923706055,10.449999809265137,8.699999809265137,15.600000381469727
2020-03-02,287.3999938964844,71.1500015258789,42.75,138.14999389648438,36.349998474121094,70.94999694824219,50.04999923706055,10.699999809265137,8.699999809265137,15.300000190734863
2020-03-03,289.8500061035156,72.9000015258789,44.5,141.75,36.29999923706055,69.8499984741211,49.349998474121094,10.600000381469727,8.600000381469727,15.199999809265137
2020-03-04,285.29998779296875,73.30000305175781,44.45000076293945,138.89999389648438,36.400001525878906,71.05000305175781,48.20000076293945,10.5,8.550000190734863,15.0
2020-03-05,288.5,73.6500015258789,45.0,139.10000610351562,39.5,71.94999694824219,48.25,10.600000381469727,8.850000381469727,15.600000381469727
2020-03-06,270.5,71.75,42.349998474121094,130.5,36.70000076293945,69.8499984741211,45.5,10.25,8.600000381469727,14.75
2020-03-09,253.4499969482422,69.3499984741211,39.75,121.6500015258789,33.849998474121094,65.4000015258789,40.45000076293945,10.100000381469727,8.25,13.899999618530273
